doi,title,journal,file,source,is_oa,oa_status,oa_url
10.1093/plcell/koag149,CDC48A and the UBA-domain protein PUX10 regulate the ubiquitin-dependent degrada,,daily-42203491.md,papers,False,closed,
10.1111/pce.70640,Endophyte Bacillus sp. RE35 Enhances Cd Trap in Rice Roots Via Root Cell Wall Re,,daily-42204378.md,papers,False,closed,
10.1111/pce.70638,A Plasmodiophora Brassicae Effector PbCBM1 Promotes Clubroot Susceptibility by C,,daily-42204415.md,papers,False,closed,
10.1093/plphys/kiag191,Drought-responsive TaMIP1 controls root density to confer the tradeoff between g,,daily-42206621.md,papers,False,closed,
10.1016/j.tplants.2023.10.002,Introducing single cell stereo-sequencing technology to transform the plant transcriptome landscape,"""Trends in Plant Science""",introducing-single-cell-stereo-sequencing-technology-to-transform-the-plant-tran.md,papers,False,closed,
10.1038/s41477-026-02293-w,Laminar patterning transcription factors orchestrate spatial metabolite partitio,,maize-rust-sc-spatial-immune.md,papers,False,closed,
10.1007/s00344-026-12263-3,Targeted Profiling of Signaling Molecules in Papaver rhoeas L. Reveals that Onse,,ms-10-1007_s00344-026-12263-3.md,papers,False,closed,
10.1007/s00468-026-02776-5,Early development of stem units and the modular organization of the branch in No,,ms-10-1007_s00468-026-02776-5.md,papers,False,closed,
10.1007/s42535-026-01689-5,Influence of picloram and BAP on callus cultures for vindoline synthesis in Cath,,ms-10-1007_s42535-026-01689-5.md,papers,False,closed,
10.1016/j.adhoc.2026.104308,Energy-efficient optimization in multi-gateway LoRa networks via Q-learning with,,ms-10-1016_j-adhoc-2026-104308.md,papers,False,closed,
10.1016/j.anucene.2026.112385,Causal-informed multi-task learning for probabilistic trend prediction of nuclea,,ms-10-1016_j-anucene-2026-112385.md,papers,False,closed,
10.1016/j.anucene.2026.112408,Multi-objective layout optimization of nuclear power plant buildings considering,,ms-10-1016_j-anucene-2026-112408.md,papers,False,closed,
10.1016/j.apcatb.2026.126992,Scalable one-step preparation of supported ultrasmall CeO2 with optimized Lewis ,,ms-10-1016_j-apcatb-2026-126992.md,papers,False,closed,
10.1016/j.apcatb.2026.126998,Engineered frustrated Lewis pairs and Brønsted acid sites as dual-active sites f,,ms-10-1016_j-apcatb-2026-126998.md,papers,False,closed,
10.1016/j.apcatb.2026.127024,Lu single atoms create long-lived interlayer charge highways for efficient visib,,ms-10-1016_j-apcatb-2026-127024.md,papers,False,closed,
10.1016/j.apcatb.2026.127033,Unraveling the role of reaction intermediates in CO2 hydrogenation to light arom,,ms-10-1016_j-apcatb-2026-127033.md,papers,False,closed,
10.1016/j.apcatb.2026.127035,Promoting light olefin selectivity from CO2 hydrogenation over nanosized SAPO-34,,ms-10-1016_j-apcatb-2026-127035.md,papers,False,closed,
10.1016/j.apcatb.2026.127044,Natural light driven high concentration 5-hydroxymethylfurfural oxidation couple,,ms-10-1016_j-apcatb-2026-127044.md,papers,False,closed,
10.1016/j.apergo.2026.104830,Examining stress among older women during travel in autonomous vehicles,,ms-10-1016_j-apergo-2026-104830.md,papers,False,error,HTTP Error 404: Not Found
10.1016/j.apm.2026.116939,Configuration innovation and unified/accurate dynamics modelling methodology for,,ms-10-1016_j-apm-2026-116939.md,papers,False,closed,
10.1016/j.asoc.2026.115515,A lightweight CNN supported by partially skip-connected CAE for plant disease id,,ms-10-1016_j-asoc-2026-115515.md,papers,False,closed,
10.1016/j.bbi.2026.106822,Multi-omics profiling of cerebrospinal fluid in autoimmune encephalitis: insight,,ms-10-1016_j-bbi-2026-106822.md,papers,False,closed,
10.1016/j.bcdf.2026.100542,Low-GI traditional rice germplasms as functional foods: Scaling traditional know,,ms-10-1016_j-bcdf-2026-100542.md,papers,False,closed,
10.1016/j.biomaterials.2026.124337,Helical quaternary amine polypeptide programs membrane stress to drive immunogen,,ms-10-1016_j-biomaterials-2026-124337.md,papers,False,closed,
10.1016/j.biombioe.2026.109616,Production of levulinic acid from microalgal euglena using a lignin-derived Brøn,,ms-10-1016_j-biombioe-2026-109616.md,papers,False,closed,
10.1016/j.biombioe.2026.109627,CO2 emission mitigation and energy enhancement in silica recovery from rice husk,,ms-10-1016_j-biombioe-2026-109627.md,papers,False,closed,
10.1016/j.biombioe.2026.109632,Optimization of hydrodeoxygenation of palm fatty acid distillate to green diesel,,ms-10-1016_j-biombioe-2026-109632.md,papers,False,closed,
10.1016/j.biortech.2026.134897,Multilevel cytochrome P450 engineering integrating protein language model-guided,,ms-10-1016_j-biortech-2026-134897.md,papers,False,closed,
10.1016/j.biortech.2026.134967,Engineering of β-glucosidase for rare ginsenoside biosynthesis via distal confor,,ms-10-1016_j-biortech-2026-134967.md,papers,False,closed,
10.1016/j.biortech.2026.134994,Modular pathway engineering enables gram-scale de novo biosynthesis of narirutin,,ms-10-1016_j-biortech-2026-134994.md,papers,False,closed,
10.1016/j.cbd.2026.101885,Molecular adaptation of caspase genes to salinity stress in the tropical sea cuc,,ms-10-1016_j-cbd-2026-101885.md,papers,False,closed,
10.1016/j.cellsig.2026.112579,Multi-omics identifies RNF149 as a key molecular marker mediating neuron-glia in,,ms-10-1016_j-cellsig-2026-112579.md,papers,False,closed,
10.1016/j.cnsns.2026.110181,Observer-based boundary consensus of reaction-diffusion multi-agent systems by p,,ms-10-1016_j-cnsns-2026-110181.md,papers,False,closed,
10.1016/j.colsurfa.2026.140904,Europium-activated silicate-based phosphors with enhanced far-red light emission,,ms-10-1016_j-colsurfa-2026-140904.md,papers,False,closed,
10.1016/j.colsurfa.2026.140920,Enhancement mechanisms of flavonoid-based enhancers: A sustainable strategy for ,,ms-10-1016_j-colsurfa-2026-140920.md,papers,False,closed,
10.1016/j.colsurfa.2026.140962,Synergistic network formation of gallic acid-modified chitosan and metal ions fo,,ms-10-1016_j-colsurfa-2026-140962.md,papers,False,closed,
10.1016/j.colsurfb.2026.115809,De Novo developing nanoplatform encapsuling α-arbutin and α-syn inhibitor for pr,,ms-10-1016_j-colsurfb-2026-115809.md,papers,False,closed,
10.1016/j.compbiolchem.2026.109076,DeepStruct: Multi-modal deep learning integrating omics and energy scoring for p,,ms-10-1016_j-compbiolchem-2026-109076.md,papers,False,closed,
10.1016/j.compbiolchem.2026.109095,Integrative multi-omics analysis identifies stromal-immune crosstalk as a determ,,ms-10-1016_j-compbiolchem-2026-109095.md,papers,False,closed,
10.1016/j.compbiolchem.2026.109103,Identification and validation of cholesterol homeostasis and NK cell-associated ,,ms-10-1016_j-compbiolchem-2026-109103.md,papers,False,closed,
10.1016/j.compbiolchem.2026.109112,A variational graph autoencoder guided by residual multi-head attention reveals ,,ms-10-1016_j-compbiolchem-2026-109112.md,papers,False,closed,
10.1016/j.csda.2026.108414,Gaussian copula correlation network analysis of mixed-type data using a semi-par,,ms-10-1016_j-csda-2026-108414.md,papers,False,closed,
10.1016/j.desal.2026.120329,Performance prediction of multi-effect desalination (MED) plant: Experimental ev,,ms-10-1016_j-desal-2026-120329.md,papers,False,closed,
10.1016/j.displa.2026.103542,RS-SLAM: A visual SLAM system suitable for low-light environments,,ms-10-1016_j-displa-2026-103542.md,papers,False,closed,
10.1016/j.epsr.2026.113296,Multi-node customer load uncertainty prediction based on adaptive multi-scale sp,,ms-10-1016_j-epsr-2026-113296.md,papers,False,closed,
10.1016/j.eswa.2026.132957,A spatial knowledge-driven decision support framework for multi-objective bus co,,ms-10-1016_j-eswa-2026-132957.md,papers,False,closed,
10.1016/j.exer.2026.111089,Regulation of lens epithelial cell senescence by cyclic mechanical stretch: Mult,,ms-10-1016_j-exer-2026-111089.md,papers,False,closed,
10.1016/j.fm.2026.105136,Microbial factories for lipid: Engineering synthetic routes and regulatory netwo,,ms-10-1016_j-fm-2026-105136.md,papers,False,closed,
10.1016/j.foodhyd.2026.112786,Emerging strategies for plant protein modification to improve their foam formati,,ms-10-1016_j-foodhyd-2026-112786.md,papers,False,closed,
10.1016/j.freeradbiomed.2026.05.328,Spatial multi-omics reveals region-specific redox dysregulation in chronic arist,,ms-10-1016_j-freeradbiomed-2026-05-328.md,papers,False,closed,
10.1016/j.fsigen.2026.103544,COSA: A consolidated methylation-based prediction panel for body fluid/tissue of,,ms-10-1016_j-fsigen-2026-103544.md,papers,False,closed,
10.1016/j.fuel.2026.139435,Enhanced hydrocarbons generation of cyclic catalytic pyrolysis of acid-washed sw,,ms-10-1016_j-fuel-2026-139435.md,papers,False,closed,
10.1016/j.fuel.2026.139468,Highly dispersed Ni-Mo encapsulated in hollow mesoporous ZSM-5 as an efficient c,,ms-10-1016_j-fuel-2026-139468.md,papers,False,closed,
10.1016/j.fuel.2026.139538,Tunable production of drop-in biofuels via atmospheric-pressure hydrodeoxygenati,,ms-10-1016_j-fuel-2026-139538.md,papers,False,closed,
10.1016/j.fuel.2026.139628,Thermodynamic evaluation of an oxy-fuel combustion power plant integrated with L,,ms-10-1016_j-fuel-2026-139628.md,papers,False,closed,
10.1016/j.fuel.2026.139647,Dual single-atom catalysts modulating g-C3N4/TiO2-X S-scheme heterojunctions for,,ms-10-1016_j-fuel-2026-139647.md,papers,False,closed,
10.1016/j.fuel.2026.139682,Revealing spatial distribution characteristics of current density and voltage un,,ms-10-1016_j-fuel-2026-139682.md,papers,False,closed,
10.1016/j.fuel.2026.139727,Evaluation of effect of Mo concentration on stability for solid oxide fuel cell ,,ms-10-1016_j-fuel-2026-139727.md,papers,False,closed,
10.1016/j.fuel.2026.139730,Rational integration of heteroatoms/amino functionalization and catalytic site r,,ms-10-1016_j-fuel-2026-139730.md,papers,False,closed,
10.1016/j.fuel.2026.139731,Boosting the electrochemical performance of micro-tubular solid oxide fuel cell ,,ms-10-1016_j-fuel-2026-139731.md,papers,False,closed,
10.1016/j.fuel.2026.139747,Microstructural evolution of coal under acid and alkali erosion,,ms-10-1016_j-fuel-2026-139747.md,papers,False,closed,
10.1016/j.fuel.2026.139766,Revealing metal–acid balance of Pt/ZSM-48 catalyst on n-heptane hydroisomerizati,,ms-10-1016_j-fuel-2026-139766.md,papers,False,closed,
10.1016/j.fuel.2026.139776,"Cooperative role of Brønsted acid Sites, Fe3+, and [Fe2(μ-O)2] Oligomers in Fe/Z",,ms-10-1016_j-fuel-2026-139776.md,papers,False,closed,
10.1016/j.fuel.2026.139793,A parametric numerical study on balancing CO2-to-CO conversion and thermal stres,,ms-10-1016_j-fuel-2026-139793.md,papers,False,closed,
10.1016/j.fuel.2026.139806,Design and optimization of the flow field in a proton exchange membrane electrol,,ms-10-1016_j-fuel-2026-139806.md,papers,False,closed,
10.1016/j.fuel.2026.139871,Transformation and modes of occurrence of rare earth elements in coal fly ash fr,,ms-10-1016_j-fuel-2026-139871.md,papers,False,closed,
10.1016/j.fuel.2026.139872,Experimental research on the performance enhancement of proton exchange membrane,,ms-10-1016_j-fuel-2026-139872.md,papers,False,closed,
10.1016/j.fuel.2026.139878,Tailored design of citric acid-modified NiMoS/Al2O3 catalysts for premium upgrad,,ms-10-1016_j-fuel-2026-139878.md,papers,False,closed,
10.1016/j.fuel.2026.139925,Tailoring iron-based catalysts via support variation and metal loading for effic,,ms-10-1016_j-fuel-2026-139925.md,papers,False,closed,
10.1016/j.fuel.2026.139932,Beyond stepwise pathways: electronic origin and HOMO-LUMO gap descriptor for con,,ms-10-1016_j-fuel-2026-139932.md,papers,False,closed,
10.1016/j.fuel.2026.139937,Roles of minerals and humic acid in lignite drying,,ms-10-1016_j-fuel-2026-139937.md,papers,False,closed,
10.1016/j.fuel.2026.139938,Enhancing Tetralin Selectivity via Spatially Confined Phosphidation of MoP/Al2O3,,ms-10-1016_j-fuel-2026-139938.md,papers,False,closed,
10.1016/j.fuel.2026.139984,Gas seepage in briquetted and raw coal under high Stress: Decoupling effective S,,ms-10-1016_j-fuel-2026-139984.md,papers,False,closed,
10.1016/j.fuel.2026.140027,Oxygen-containing groups in Ni@C-N2 enable catalytic hydrogenation of oleic acid,,ms-10-1016_j-fuel-2026-140027.md,papers,False,closed,
10.1016/j.fuel.2026.140086,Full-lifecycle numerical simulation of CO2 storage with enhanced gas recovery in,,ms-10-1016_j-fuel-2026-140086.md,papers,False,closed,
10.1016/j.jbspin.2026.106074,Strategies to overcome the full potential of mesenchymal stromal cells (MSCs) fo,,ms-10-1016_j-jbspin-2026-106074.md,papers,False,closed,
10.1016/j.jep.2026.121886,Gengnianshou formula inhibits estrogen deficiency induced obesity via an HSPA5-a,,ms-10-1016_j-jep-2026-121886.md,papers,False,closed,
10.1016/j.jep.2026.121919,Clinacanthus nutans (Burm. f.) Lindau ameliorates type 2 diabetes mellitus by su,,ms-10-1016_j-jep-2026-121919.md,papers,False,closed,
10.1016/j.jfoodeng.2026.113139,Co-modified rice starch by extrusion and GML: multi-level structure,,ms-10-1016_j-jfoodeng-2026-113139.md,papers,False,closed,
10.1016/j.jfoodeng.2026.113148,Developing radio frequency technology for enhancing the processing characteristi,,ms-10-1016_j-jfoodeng-2026-113148.md,papers,False,closed,
10.1016/j.jfoodeng.2026.113149,Tribo-electrostatic separation of rice bran protein at distinctive pH: Where sur,,ms-10-1016_j-jfoodeng-2026-113149.md,papers,False,closed,
10.1016/j.jfoodeng.2026.113179,Electrical effect on multi-scale structure and gelatinization properties of rice,,ms-10-1016_j-jfoodeng-2026-113179.md,papers,False,closed,
10.1016/j.jfoodeng.2026.113182,Light propagation in an intact egg: Combining bulk optical properties measuremen,,ms-10-1016_j-jfoodeng-2026-113182.md,papers,False,closed,
10.1016/j.jmst.2026.03.017,Co-mediation of oxygen-doping and S-vacancies in CdIn2S4 enables optimal electro,,ms-10-1016_j-jmst-2026-03-017.md,papers,False,closed,
10.1016/j.jmst.2026.04.022,Three-dimensional and multimodal X-ray microscopy for structural materials: Towa,,ms-10-1016_j-jmst-2026-04-022.md,papers,False,closed,
10.1016/j.jmst.2026.04.037,Stress competition mechanism and ultra-clean process optimization of Marangoni d,,ms-10-1016_j-jmst-2026-04-037.md,papers,False,closed,
10.1016/j.jmst.2026.05.006,Robust corrosion inhibition by thiadiazole derivatives for Q235 steel in methane,,ms-10-1016_j-jmst-2026-05-006.md,papers,False,closed,
10.1016/j.jpba.2026.117584,Study on the correlation between external traits and intrinsic quality of Pseudo,,ms-10-1016_j-jpba-2026-117584.md,papers,False,closed,
10.1016/j.jphotochem.2026.117379,A Core structural design strategy for molecular resists based on inhibiting acid,,ms-10-1016_j-jphotochem-2026-117379.md,papers,False,closed,
10.1016/j.jtice.2026.106822,Organic color converter-enhanced UV-pumped white LEDs for high-bandwidth visible,,ms-10-1016_j-jtice-2026-106822.md,papers,False,closed,
10.1016/j.neucom.2026.134054,A brain-inspired SLAM system with multi-scale spatial cell model and visual temp,,ms-10-1016_j-neucom-2026-134054.md,papers,False,closed,
10.1016/j.patcog.2026.113433,Multi-modal object tracking with detailed spatial prompt learning,,ms-10-1016_j-patcog-2026-113433.md,papers,False,closed,
10.1016/j.patcog.2026.113442,FMaMIL: Synergistic spatial-frequency Mamba multi-instance learning for weakly s,,ms-10-1016_j-patcog-2026-113442.md,papers,False,closed,
10.1016/j.patcog.2026.113925,MrsNet: Multi-scale dual-domain reconstruction with spatial-spectral masked netw,,ms-10-1016_j-patcog-2026-113925.md,papers,False,closed,
10.1016/j.patcog.2026.113962,Shannon entropy-weighted views and adversarial learning for light field microsco,,ms-10-1016_j-patcog-2026-113962.md,papers,False,closed,
10.1016/j.patcog.2026.114094,"A single-cell feature selection method based on subspace and minimum redundancy,",,ms-10-1016_j-patcog-2026-114094.md,papers,False,closed,
10.1016/j.plantsci.2026.113216,Integrated multi-omics reveals divergent salt stress response mechanisms in thre,,ms-10-1016_j-plantsci-2026-113216.md,papers,False,closed,
10.1016/j.postharvbio.2026.114448,Multi-omics analysis reveals that preharvest arginine application enhances antio,,ms-10-1016_j-postharvbio-2026-114448.md,papers,False,closed,
10.1016/j.postharvbio.2026.114480,MaMYB44/MaIAA regulatory module mediates proanthocyanidin biosynthesis and fruit,,ms-10-1016_j-postharvbio-2026-114480.md,papers,False,closed,
10.1016/j.ress.2026.112807,Correlation analysis framework based on spatial traffic characteristics and modi,,ms-10-1016_j-ress-2026-112807.md,papers,False,closed,
10.1016/j.ress.2026.112892,Mitigation action-dependent prediction of nuclear plant parameters for severe ac,,ms-10-1016_j-ress-2026-112892.md,papers,False,closed,
10.1016/j.ress.2026.112930,Modeling and reliability assessment method for multi-stress accelerated degradat,,ms-10-1016_j-ress-2026-112930.md,papers,False,closed,
10.1016/j.sigpro.2026.110730,WaveCD: Physics-guided wavelet cold diffusion for low-light image denoising,,ms-10-1016_j-sigpro-2026-110730.md,papers,False,closed,
10.1016/j.snb.2026.140239,SERS sensor based on metabolic oligosaccharide engineering for detection of glyc,,ms-10-1016_j-snb-2026-140239.md,papers,False,closed,
10.1016/j.tbs.2026.101288,Commercial OD flow prediction with multi-feature spatial representation learning,,ms-10-1016_j-tbs-2026-101288.md,papers,False,closed,
10.1016/j.tice.2026.103535,Integrative multi‑omics and experimental validation reveal that Duhuo Jisheng De,,ms-10-1016_j-tice-2026-103535.md,papers,False,closed,
10.1016/j.tice.2026.103587,Mechanistic reprogramming by stem cell-derived extracellular vesicles: From carg,,ms-10-1016_j-tice-2026-103587.md,papers,False,closed,
10.1016/j.ultras.2026.108158,A Modal Synergistic Actuation Multi-Degree-of-Freedom Rotary Piezoelectric Actua,,ms-10-1016_j-ultras-2026-108158.md,papers,False,closed,
10.1038/s41577-026-01319-w,Senescent B cells accumulate in germinal centre niches of the aged human lymph n,,ms-10-1038_s41577-026-01319-w.md,papers,False,closed,
10.1038/s41587-026-03160-x,"Programmable, multiplexed and orthogonal gene control in bacteria with attenuate",,ms-10-1038_s41587-026-03160-x.md,papers,False,closed,
10.1073/pnas.2537088123,"Terephthalate, a plastic monomer, triggers phosphate metabolism rewiring in yeas",,ms-10-1073_pnas-2537088123.md,papers,False,closed,
10.1111/iej.70190,Association Between the Root Canal Microbiome and Apical Lesion Size: An Observa,,ms-10-1111_iej-70190.md,papers,False,closed,
10.1158/2159-8290.cd-16-6-iti,Highlighted Research Articles,,ms-10-1158_2159-8290-cd-16-6-iti.md,papers,False,closed,
10.1249/mss.0000000000004029,Triangulating Evidence from Observational and Mendelian Randomization Studies of,,ms-10-1249_mss-0000000000004029.md,papers,False,closed,
10.1504/ijaac.2027.10076098,Parametric optimisation of neural sliding controller for nonlinear coupling tank,,ms-10-1504_ijaac-2027-10076098.md,papers,False,closed,
10.1504/ijbpm.2027.10070054,Family incivility and its influence on job performance: mediating role of work s,,ms-10-1504_ijbpm-2027-10070054.md,papers,False,closed,
10.1504/ijcis.2027.10069859,Integrating Machine Learning and Meta-Heuristic Algorithms for Single Machine Sc,,ms-10-1504_ijcis-2027-10069859.md,papers,False,closed,
10.1504/ijims.2027.10073261,Nutrient Deficiency Classification using D-ResNet50 for Rice Crop in Indoor Farm,,ms-10-1504_ijims-2027-10073261.md,papers,False,closed,
10.1504/ijipt.2027.10078455,Edge-IoT Architecture for Real-Time Cross-Border Safety Monitoring Using Light-B,,ms-10-1504_ijipt-2027-10078455.md,papers,False,closed,
10.1515/jpem-2025-0640,A novel PAPSS2 pathogenic variant: expanding the mutational spectrum and genotyp,,ms-10-1515_jpem-2025-0640.md,papers,False,closed,
10.15556/ijsim.02.01.002,Corporate Social Responsibility: A marketing tool and/or a factor for the promot,,ms-10-15556_ijsim-02-01-002.md,papers,False,closed,
10.15556/ijsim.04.03.001,The Development of Loyalty with Online Services Customers,,ms-10-15556_ijsim-04-03-001.md,papers,False,closed,
10.21608/ejmm.2026.466693.2175,Histopathological Changes in Mice liver Infected with Methicillin-Sensitive Stap,,ms-10-21608_ejmm-2026-466693-2175.md,papers,False,closed,
10.21608/ejmm.2026.470901.2216,The Effects of Fungal Melanin on Skin Cancer (Squamous Cell Carcinoma - SCC) Ind,,ms-10-21608_ejmm-2026-470901-2216.md,papers,False,closed,
10.21608/ejmm.2026.471034.2217,Epigenetic Dysregulation of DNMT3B and Independent-Caspase-1 Serum levels in SAR,,ms-10-21608_ejmm-2026-471034-2217.md,papers,False,closed,
10.21608/ejmm.2026.472135.2234,The Effect of Toxoplasma gondii Infection on Gamma-Aminobutyric Acid (GABA) Leve,,ms-10-21608_ejmm-2026-472135-2234.md,papers,False,closed,
10.21608/ejmm.2026.477250.2286,"The Impact of Intermittent Fasting during Ramadan on Immune Cell Profiles, Pro-i",,ms-10-21608_ejmm-2026-477250-2286.md,papers,False,closed,
10.21608/ejmm.2026.477574.2293,"Correlation Between T-Cell Subsets (CD4⁺/CD8⁺), IL-17 Levels, and Multidrug-Resi",,ms-10-21608_ejmm-2026-477574-2293.md,papers,False,closed,
10.21608/ejmm.2026.478614.2303,Association of Parvovirus B19 Serostatus with Elevated Serum Levels of Soluble K,,ms-10-21608_ejmm-2026-478614-2303.md,papers,False,closed,
10.21608/ejmm.2026.479778.2313,"Assessment of FOXP3, Helios and Glucocorticoid-Induced Tumor Necrosis Factor Rec",,ms-10-21608_ejmm-2026-479778-2313.md,papers,False,closed,
10.21608/ejmm.2026.481240.2332,Cytotoxic Activity of Purified Nisin from Local Lactococcus lactis against the O,,ms-10-21608_ejmm-2026-481240-2332.md,papers,False,closed,
10.22376/ijpbs.2017.8.2.b964-972,In vitro and in vivo anticancer activity of aqueous extract of hydnocarpus penta,,ms-10-22376_ijpbs-2017-8-2-b964-972.md,papers,False,closed,
10.26434/chemrxiv.15004094/v1,Bioorthogonal tools for ethanolamine lipids and protein conjugates,,ms-10-26434_chemrxiv-15004094_v1.md,papers,False,closed,
10.31623/iksad.64,TÜRKİYE EKONOMİSİNDE CARİ AÇIK VE NEDENLERİ: ARDL ANALİZİ,,ms-10-31623_iksad-64.md,papers,False,closed,
10.3917/spub.pr2.0055,Impact du stress professionnel sur la santé physique des travailleurs : une revu,,ms-10-3917_spub-pr2-0055.md,papers,False,closed,
10.4070/kcj.2026.0007,Mapping the Cell-Cell Interactions in Cardiovascular Diseases: A Single-Cell Atl,,ms-10-4070_kcj-2026-0007.md,papers,False,closed,
10.4268/cjcmm20110223,Study of Rongban Tongmai granule on anti-oxidant stress in atherosclerosis,,ms-10-4268_cjcmm20110223.md,papers,False,closed,
10.4268/cjcmm20110225,Cell continuous extraction-HPLC determination biological affinity of 8 bufadieno,,ms-10-4268_cjcmm20110225.md,papers,False,closed,
10.56251/pdhy1805,The Australian National Audit Office and the Australian Capital Territory Audit ,,ms-10-56251_pdhy1805.md,papers,False,closed,
10.56251/qgsl3291,Pioneering Sustainable Technology Audit Practice in SAIs for Better Use of Techn,,ms-10-56251_qgsl3291.md,papers,False,closed,
10.64898/2026.05.29.728167,Histone succinylation directly inhibits Jumonji domain demethylases and stabiliz,,ms-10-64898_2026-05-29-728167.md,papers,False,closed,
10.64898/2026.06.01.728087,A multimodal perturbation atlas defines the phenotypic resolution of cellular mo,,ms-10-64898_2026-06-01-728087.md,papers,False,closed,
10.65822/j.pcl/2026.32,Immature Embryo Culture Based in-Vitro Selection To Enhance Heat Stress Toleranc,,ms-10-65822_j-pcl_2026-32.md,papers,False,closed,
10.1016/j.molp.2026.03.016,Single-cell and haplotype-resolved transcriptomics reveal molecular signatures o,,orchid-flower-sc-haplotype.md,papers,False,closed,
10.1016/j.cell.2014.03.039,Impact of Circadian Nuclear Receptor REV-ERBα on Midbrain Dopamine Production and Mood Regulation,"""Cell""",pdf-j-cell-2014-03-039.md,papers,False,closed,
10.1016/j.critrevonc.2026.105311,Integrated single‑cell and spatial transcriptomics reveal the colorectal cancer microenvironment,"""Critical Reviews in Oncology/Hematology""",pdf-j-critrevonc-2026-105311.md,papers,False,closed,
10.1016/j.tplants.2026.03.003,Mapping plant cell-type-specific responses to environmental stresses.,,plant-sc-stress-review-tips.md,papers,False,closed,
10.3791/1673-v,Fluorescence Activated Cell Sorting of Plant Protoplasts,,ref-1673-v.md,papers,False,closed,
10.3791/64876,A Simple Protocol for Mapping the Plant Root System Architecture Traits.,,ref-64876.md,papers,False,closed,
10.1007/978-1-4939-3142-2_13,Cell Proliferation Analysis Using EdU Labeling in Whole Plant and Histological S,,ref-978-1-4939-3142-2_13.md,papers,False,closed,
10.1007/978-1-4939-3572-7_13,Optimizing RNA-Seq Mapping with STAR.,,ref-978-1-4939-3572-7_13.md,papers,False,closed,
10.1007/978-1-4939-8657-6_9,Isolation of Arabidopsis Palisade and Spongy Mesophyll Cells.,,ref-978-1-4939-8657-6_9.md,papers,False,closed,
10.1007/978-1-60327-563-7_16,Computer vision as a tool to study plant development.,,ref-978-1-60327-563-7_16.md,papers,False,closed,
10.1360/jos171731,Representation of Mathematical Knowledge in National Knowledge Infrastructure,,ref-BSgenome--software-infrastruct.md,papers,False,closed,
